WORD_SLOT1	WORD_SLOT2
нужный	воздух
довольный	слон
красный	рак
трезвый	стекло
счастливый	слон
вольный	птица
вольный	птица
быстрый	ветер
спокойный	лес
беспощадный	огонь
непоколебимый	гора
коварный	царица
загадочный	взгляд сфинкса
сытный	хлеб
нужный	воздух
огромный	город
прямой	стрела
легкий	перышко
старый	мир
большой	мироздание
старый	мир
злой	собака
старый	мир
необходимый	воздух
элегантный	рояль
элегантный	рояль
довольный	слон
довольный	слон
ровный	зеркало
крепкий	смерть
острый	ад
мягкий	пух
необходимый	воздух
надежный	стена
необходимый	хлеб
старый	мир
круглый	шар
бледный	полотно
бледный	смерть
гладкий	шелк
бледный	смерть
трезвый	стеклышко
прозрачный	хрусталь
легкий	пушинка
трезвый	стеклышко
сильный	бык
храбрый	волк
черный	сажа
холодный	лед
необходимый	воздух
безграничный	небо
старый	мир
старый	мир
быстрый	стрела
старый	мир
холодный	лед
холодный	лед
живой	ртуть
твердый	скала
старый	мир
холодный	лед
чумазый	черт
твердый	скала
нужный	воздух
прямолинейный	меч самурая 
быстрый	ветер
необходимый	воздух
простодушный	ребенок
нататуированный	папуас
тонкий	шелк
оранжевый	солнышко
старый	мир
довольный	слон
текучий	вода
старый	мир
черный	смоль
быстрый	молния
красный	кровь
старый	мир
выжатый	лимон
старый	мир
дырявый	решето
гибкий	кошка
старый	мир
нужный	воздух
старый	мир
твердый	алмаз
прекрасный	королева
подвижный	подросток
темный	ночь
светлый	солнце
спокойный	масло
естественный	дыхание
простой	яишница на завтрак
пьяный	свинья
пьяный	свинья
пьяный	медведь
нужный	воздух
старый	мир
прочный	камень
прямой	стрела
нужный	воздух
холодный	лед
здоровый	лошадь
пьяный	паровоз
крепкий	кремень
черный	ночь
прозрачный	слеза
бледный	смерть
бледный	полотно
надежный	автомат калашникова 
необходимый	воздух и вода
огромный	медведь
старый	мир
старый	мир
бесформенный	вода
старый	мир
сладкий	мед
нужный	воздух
тонкий	тростинка
прямой	стрела
холодный	лед
сильный	орел
невинный	новорожденный младенец
прямой	стрела
ясный	кристалл
крепкий	дуб
упрямый	вол
здоровый	бык
старый	мир
холодный	труп
старый	мир
злой	собака
кроткий	овечка
старый	мир
острый	бритва
чистый	ребенок
древний	мир
твердый	кремень
прочный	камень
холодный	лед
черный	смоль
старый	мир
старый	мир
нужный	воздух
вечный	мир
нужный	воздух
жесткий	деревяшка
необходимый	воздух
старый	мир
тупой	пробка
вечный	мир
белый	свет
довольный	слон
старый	мир
довольный	жук
мягкий	пух
довольный	слон
старый	мир
мягкий	пух
старый	мир
костлявый	модель
старый	мир
плоский	блин
чистый	слеза
черный	смоль
мрачный	туча
черный	смоль
бледный	смерть
свежий	персик
нежный	перышко
свободный	ветер
стройный	кипарис
белый	молоко
необходимый	воздух
бледный	мертвец
застывший	манекен
прекрасный	венеция
довольный	удав
старый	мир
целеустремленный	снежинка
легкий	пух
старый	мир
тупой	пробка
сильный	смерть
сильный	смерть
нужный	воздух
сильный	смерть
желанный	свет
многогранный	бриллиант
довольный	слон
довольный	слон
жесткий	деревяшка
мягкий	шелк
необходимый	воздух
довольный	слон
холодный	лед
бледный	полотно
старый	мир
старый	мир
необходимый	воздух
красный	рак
старый	мир
черный	деготь
старый	мир
круглый	солнце
незаменимый	воздух
старый	мир
пьяный	свинья
довольный	слон
старый	мир
блудливый	кот
трусливый	заяц
блудливый	кот
трусливый	заяц
довольный	слон
белый	свет
необходимый	воздух
мирный	пучок одуванчиков
острый	бритва
грациозный	кошка
худой	щепка
старый	мир
старый	мир
тонкий	спичка
старый	мир
старый	мир
сильный	слон
подвижный	ртуть
острый	бритва
легкий	туман
чистый	младенец
холодный	лед
довольный	слон
нужный	воздух
голодный	волк
худой	жердь
прекрасный	женщина
довольный	слон
прозрачный	вода
необходимый	воздух
глубокий	море
легкий	перышко
живой	жизнь
рыжий	морковка
сладкий	мечта
злой	собака
довольный	слон
плоский	доска
толстый	паровоз
старый	мир
старый	мир
прекрасный	как бутон розы сверкающий каплями росы 
прекрасный	как бутон розы сверкающий каплями росы 
прекрасный	как бутон розы сверкающий каплями росы
прекрасный	как бутон розы сверкающий каплями росы
прекрасный	как бутон розы сверкающий каплями росы
красный	рак
старый	мир
старый	мир
голодный	волк
красивый	восход солнца
совершенный	бог
совершенный	богиня
тонкий	ручиек
прочный	дуб
здоровый	бык
острый	бритва
древний	мир
спокойный	удав
богатый	крез
холодный	камень
белый	мел
гладкий	шелк
красивый	богиня
неприступный	скала
нужный	воздух
старый	мир
древний	мир
нужный	воздух
простой	дверь
довольный	слон
довольный	слон
черный	смоль
старый	мир
здоровый	конь
твердый	алмаз
прозрачный	слеза
горький	полынь
довольный	слон
горячий	солнце
сильный	смерть
необходимый	воздух
старый	человечество
прозрачный	вода
черный	сволочь
твердый	камень
быстрый	молния
спокойный	удав
нужный	воздух
стройный	березка
злой	чорт
естественный	дыхание
естественный	дыхание
легкий	перышко
надежный	скала
живой	мешок картошки
старый	мир
пушистый	снег
твердый	камень
старый	мир
спокойный	танк
ласковый	кошка
довольный	слон
трусливый	заяц
твердый	сталь
одинокий	перст
черный	уголь
белый	снег
румяный	кровь
плоский	доска
злой	черт
надежный	автомат калашникова
простой	рубль
белый	стена
довольный	удав
здоровый	космонавт
здоровый	космонавт
старый	мир
необходимый	воздух
чистый	слеза
довольный	слон
бледный	смерть
нужный	воздух
стройный	карандаш
голодный	зверь
гладкий	мрамор
бледный	смерть
прозрачный	слеза
прозрачный	вода
спокойный	удав
рад	слон
густой	молоко
стройный	олененок
красный	рак
красный	плоть
острый	сталь
старый	мир
необходимый	воздух
спокойный	удав
круглый	шар
прочный	скала
квадратный	наволочка
элегантный	рояль
злой	собака
свирепый	шакал
черный	смоль
белый	мука
черный	уголь
черный	смоль
белый	снег
белый	снег
белый	снег
хрупкий	стекло
простой	пряник
чистый	младенец
старый	мир
холодный	железо
черный	смоль
простой	автомат калашникова
старый	мир
прямой	стержень
твердый	камень
бледный	приведение
острый	бритва
здоровый	бык
огромный	небо
старый	мир
невидимый	воздух
довольный	слон
твердый	деревяшка
тонкий	лист
умный	черт
мягкий	воск
красный	рак
блистающий	огонь
сильный	кобыла
довольный	слон
упертый	баран
плоский	блин
крепкий	сталь
широкий	мир
пьяный	павиан
тонкий	спичка
старый	мир
бездонный	вселенная
белый	снег
твердый	камень
прозрачный	слеза
острый	бритва
старый	мир
довольный	слон
кристальный	слеза
крепкий	сталь
выжатый	лимон
выжатый	лимон
упрямый	танк
черный	смола
пустынный	кастрюля
рад	слон
здоровый	бык
безжалостный	зверь
безжалостный	зверь
безжалостный	зверь
довольный	слон
белый	снег
белый	полотно
прекрасный	луна
блистающий	заря
светлый	солнце
прекрасный	луна
светлый	солнце
прямой	палка
мрачный	туча
прекрасный	заря
твердый	камень
старый	мир
длинный	кнут
стройный	барби
голый	барабан
черный	ночь
сладкий	грех
необходимый	воздух
спокойный	удав
легкий	перышко
гибкий	лоза
нужный	воздух
страшный	жаба
злой	волчица
старый	мир
белый	голубь
белый	голубь
необходимый	воздух
бледный	воск
злой	собака
голодный	волк
довольный	слон
белый	снег
рад	слон
легкий	пушинка
трезвый	стеклышко
весомый	гранит
неоднозначный	осень
лысый	коленка
прочный	камень
старый	мир
необходимый	воздух
крепкий	вино
белый	снег
пустой	барабан
довольный	слон
податливый	пластилин
твердый	кремень
быстрый	мышь
простой	книга
красный	бурак
красный	мак
мягкий	облако
угрюмый	собака
стабильный	черт
черный	цвет
надежный	поляк
нежный	цветок
сладкий	мед
здоровый	бык
свободный	птица
чистый	слеза
белый	снег
необходимый	воздух
живой	жизнь
твердый	сталь
старый	мир
вечный	мир
спокойный	удав
черный	черт
чистый	роса
черный	уголь
нужный	воздух
необходимый	воздух
зыбкий	колебание воздуха
необходимый	воздух
старый	мир
огромный	гора
прозрачный	слеза
спокойный	вода
твердый	камень
прекрасный	прекрасны как богиня любви афродита 
яркий	солнышко
чистый	слеза
покорный	рабыня
старый	мир
неуклюжый	слон
довольный	слон
седый	лунь
черный	смоль
черный	смоль
холодный	лед
нужный	воздух
старый	мир
худой	швабра
нужный	воздух
довольный	слон
белый	сахар
крепкий	скала
простой	дыхание
необходимый	воздух
крепкий	дуб
тягучий	сгущенка
мудрый	змий
чистый	голубь
довольный	слон
красивый	бог
радостный	песня
стремительный	звон стрелы или полет скакуна
простой	угол стола
черный	сажа
серый	пепел
огромный	гора
голодный	черт
здоровый	бык
нежный	шелк
мягкий	шелк
элегантный	цветок
режущий	бритва
старый	мир
гладкий	шелк
старый	мир
прозрачный	слеза
быстрый	свет
необходимый	воздух
довольный	слон
хрупкий	стекло
старый	мир
подвижный	ртуть
довольный	слон
черный	уголь
старый	мир
быстрый	ветер
вечный	мир
нежный	дыхание
белый	привидение
бледный	лостос
черный	уголь
лысый	свинка
старый	мир
пустой	смерть
тупой	пробка
жаркий	африка
изъезженный	европа
крутой	америка
заброшенный	антарктида
черный	ночь
простой	тетрис
свободный	муха в полете
довольный	слон в тазике
чистый	слеза
красный	рак
старый	мир
белый	мел
жесткий	солома
довольный	слон
зеленый	трава
белый	снег
боязливый	заяц
богатый	крез
выжатый	лимон
нужный	воздух
довольный	поросенок
острый	нож
злой	собака
красный	кровь
белый	молоко
красивый	звезда
напористый	бульдог
тонкий	паутина
прекрасный	бог
черный	ночь
спокойный	бездна
необходимый	воздух
спокойный	удав
глухой	столб
черный	сажа
злой	бультерьер
широкий	море
старый	мир
прозрачный	стекло
душистый	роза
душистый	роза
древний	мир
старый	мир
твердый	гранит
густой	мед
легкий	пушинка
чистый	стеклышко
чистый	стеклышко
бедный	мышь
беспомощный	ребенок
храбрый	медведь
храбрый	медведь
сильный	лев
сильный	лев
тощий	жердь
чумазый	черт
чистый	ребенок
бледный	мел
прочный	скала
тонкий	бумага
холодный	айсберг
чистый	слеза
злой	черт
старый	мир
необходимый	воздух
белый	снег
старый	мир
сильный	бог
крепкий	камень
старый	мир
черный	смоль
старый	мир
тяжелый	жернов
стремительный	комета
холодный	лезвие
бледный	мел
послушный	ягненок
старый	мир
жаркий	огонь
древний	мир
нужный	воздух
глухой	пень
скользкий	угорь
острый	скальпель
довольный	слон
прозрачный	стекло
необходимый	воздух
красный	помидор
старый	мир
старый	мир
нужный	ветер
грациозный	лев
чуткий	пантера
ловкий	ягуар
живучий	кошка
спокойный	танк
необходимый	воздух
старый	мир
прозрачный	слеза
старый	мир
быстрый	ракета
точенный	статуэтка
довольный	слон
острый	нож
старый	мир
безумный	шляпник
острый	скальпель
невинный	ребенок
старый	мир
старый	мир
старый	мир
старый	мир
старый	мир
прочный	танк
черный	ночь
старый	мир
старый	мир
чистый	стеклышко
старый	мир
белый	кролик
наглый	баран
прямой	лом
счастливый	ребенок
спокойный	удав
ровный	стрела
острый	бритва
быстрый	молния
невинный	капля росы по утру
живой	жизнь
старый	мир
легкий	перышко
необходимый	воздух
старый	мир
тонкий	нитка
красный	кровь
голодный	зверь
гладкий	стекло
мягкий	сахар
прекрасный	бутон розы
легкий	облако
довольный	слон
чистый	слеза
огромный	океан
острый	бритва
черный	уголь
необходимый	воздух
сильный	смерть
прозрачный	слеза
необходимый	воздух
твердый	скала
невинный	душа
бледный	мертвец
старый	мир
свободный	птица
гладкий	шелк
довольный	слон
упрямый	стадо
выжатый	лимон
яркий	день
необходимый	воздух
слабый	котенок
простой	валенок
твердый	камень
холодный	лед
холодный	лед
красивый	звезда
простой	валенок
довольный	удав
довольный	слон
сильный	лошадь
простой	валенок
счастливый	слон
старый	мир
черный	смоль
тяжелый	железо
искренный	ребенок
маленький	мышка
желтый	одуванчик
пушистый	облачко
необходимый	воздух
рад	слон
огромный	кобыла
гладкий	зеркало
важный	воздух
плотный	асфальт
скрипучий	сахар
плотный	асфальт
скрипучий	сахар
богатый	крез
прямой	стрела
игривый	дитя
острый	бритва
нужный	воздух
довольный	слон
старый	мир
древний	мир
сильный	смерть
сильный	смерть
сильный	смерть
твердый	камень
трезвый	стеклышко
надежный	автомат калашникова
острый	бритва
быстрый	молния
здоровый	бык
яркий	огонь
чистый	слеза
довольный	слон
старый	мир
злой	собака побитая
здоровый	конь
довольный	слон
старый	мир
чумазый	трубочист
необходимый	воздух
нужный	воздух
ровный	стол
черный	смоль
спокойный	танк
нужный	воздух
красный	помидор
легкий	облако
прозрачный	лед
старый	мир
довольный	слон
довольный	слон
легкий	пух
простой	мир
необходимый	воздух
старый	мир
стройный	газель
активный	ураган
